benchmark ID,longest time,final program,intended?,INPLDI?
W177T1,353,"SendKeys //body/div[1]/section/div/section/center/section/div/div[3]/input 5316 53rd AVE E
 Click //body/div[1]/section/div/section/center/section/div/div[4]/ul/li/input
 ForEach v0 in GetArray(.addresses) do {
  SendData //div[@class='4u 12u$(small)']/input[@id='locationSearchTextBox'] <v0>
  Click //ul[@class='actions'][1]//input[@id='locationSearchButton']
  ScrapeText //div[@class='3u 5u(small)']/input[@id='distance']
  Click //div[@class='2u 4u(small)'][3]/input[@value='Clear Last Point']
 }",TRUE,Y
W178T1,279,"While true do {
  ForEach v0 in Descendants(, div[@class='col-xs-12'], 0) do {
  ScrapeText <v0>/p[2]
  }
  if valid(//div[@class='entry-content']//a[@class='next page-numbers pull-right']) {
  Click //div[@class='entry-content']//a[@class='next page-numbers pull-right']
  }
 }",TRUE,Y
W188T1,22,"ForEach v0 in GetArray(.nums) do {
  SendData //div[@id='searchBox']//input[@name='keywords'] <v0>
  Click //div[@id='searchBox']//input[@class='inpB']
  ExtractURL
 }",TRUE,Y
W189T1,118,"While true do {
  ForEach v0 in Children(//body/div[1]/div/div[1]/div[1]/table/tbody, tr, 0) do {
  ScrapeText <v0>/td[1]/a/div[1]
  ScrapeText <v0>/td[2]
  ScrapeText <v0>/td[3]
  }
  if valid(//nav[@aria-label='Pagination Navigation']//a[@aria-label='Next &raquo;']) {
  Click //nav[@aria-label='Pagination Navigation']//a[@aria-label='Next &raquo;']
  }
 }",TRUE,Y
W18T1,485,"ForEach v0 in GetArray(.names) do {
  SendData //td[@class='border-none'][2]/input[@id='FreeText'] <v0>
  Click //td[@class='border-none'][3]/button[@id='btn_quicksearch']
  ScrapeText //tr[@class='rowASRLodd odd']//a
  Click //tr[@class='rowASRLodd odd']//a
  ScrapeText //div[@id='moduleMemberDetail']//p[@class='nostyle'][3]
  GoBack
  GoBack
 }",TRUE,Y
W190T1,181,"ForEach v0 in GetArray(.ann) do {
  SendData //div[@class='input-group'][2]/input[@name='basicsearchterm'] <v0>
  Click //span[@class='input-group-btn'][2]/button[@title='Search']
  ScrapeText //dl[@class='dl-xs-horizontal']/dd[@class='ng-binding'][1]
  ScrapeText //div[@class='col-sm-4'][1]/address[@class='ng-binding']
  GoBack
 }",TRUE,Y
W204T1,577,"While true do {
  ForEach v0 in Descendants(, a[@class='teaserImage'], 0) do {
  Download <v0>/img
  }
  if valid(//body/form/div[2]/div[4]/div/div[2]/div/div/div/div/div[3]/ul/li[3]/a) {
  Click //body/form/div[2]/div[4]/div/div[2]/div/div/div/div/div[3]/ul/li[3]/a
  }
 }",TRUE,Y
W205T1,770,"Click //body/div/div/div[2]/div[2]/main/div/form/fieldset/select[2]/option[2]
 ForEach v0 in Children(//select[@id='stateSelector'], option, 1) do {
  Click <v0>
  Click //form[@id='searchSubmit']/button[@id='submitsearch']
  ForEach v0 in Children(//body/div/div/div[2]/div[2]/main/div/table/tbody, tr, 1) do {
  ScrapeText <v0>/td[2]/p
  ScrapeText <v0>/td[5]/p
  }
 }",TRUE,Y
W218T1,184,"While true do {
  ForEach v0 in Descendants(, div[@class='mobile-content-container'], 0) do {
  ForEach v0 in Descendants(<v0>, a, 0) do {
  ScrapeText <v0>
  }
  }
  if valid(//li[@class='pagination-list-item next-results']/a[@class='next']) {
  Click //li[@class='pagination-list-item next-results']/a[@class='next']
  }
 }",TRUE,Y
W223T1,893,"While true do {
  ForEach v0 in Descendants(, div[@data-label='property-card'], 0) do {
  ScrapeText <v0>//span[@data-label='pc-price']
  ScrapeText <v0>//a[@data-testid='property-anchor']
  }
  if valid(//div[@aria-label='pagination']/a[@aria-label='Go to next page']) {
  Click //div[@aria-label='pagination']/a[@aria-label='Go to next page']
  }
 }",TRUE,Y
W226T1,653,"ForEach v0 in Children(//select[@class='dropdown module_options-select'], option, 0) do {
  Click <v0>
  ForEach v0 in Descendants(, div[@class='module_item'], 0) do {
  ScrapeLink <v0>//a[@class='module_headline-link']
  ScrapeText <v0>/div[@class='module_date-time']
  }
 }",TRUE,Y
W228T1,1000,"ForEach v0 in Descendants(, div[@class='ups-table fuel-surcharge'], 0) do {
  ScrapeText <v0>//th[1]
  ForEach v0 in Descendants(<v0>, td, 0) do {
  ScrapeText <v0>
  }
 }",TRUE,Y
W232T1,664,"While true do {
  ForEach v0 in Descendants(, div[@class='thumbnail-item thumbnail-sm thumbnail-logo ripple'], 0) do {
  ScrapeText <v0>//span[@class='ad__price']
  }
  if valid(//div[@class='btn-group btn-group-justified'][1]/a[@class='btn btn-primary']) {
  Click //div[@class='btn-group btn-group-justified'][1]/a[@class='btn btn-primary']
  }
 }",TRUE,Y
W233T1,42,"ForEach v0 in GetArray(.ppins) do {
  SendData //form[@name='form1']//input[@name='ppin'] <v0>
  Click //form[@name='form1']//input[@name='Submit']
  Click //span[@class='text']//a[1]
  ScrapeText //div[@id='content']//td[6]
  GoBack
  GoBack
 }",TRUE,Y
W237T1,984,"ForEach v0 in GetArray(.keywords) do {
  SendData //div[@class='textboxfocus']/input[@name='ctl00$ctl00$MainContent$Content$SearchControls$CardSearchBoxParent$CardSearchBox'] <v0>
  Click //div[@class='searchsubmit']/input[@name='ctl00$ctl00$MainContent$Content$SearchControls$searchSubmitButton']
  ForEach v1 in Descendants(, td[@class='leftCol'], 0) do {
  Download <v1>//img
  }
  GoBack
 }",TRUE,Y
W238T1,7,"ForEach v0 in Descendants(, div[@class='itemlist2'], 0) do {
  ScrapeText <v0>//strong[1]
  Click <v0>/div[@class='itemlist2_description']
  ExtractURL
  GoBack
 }",TRUE,Y
W239T1,926,"ForEach v0 in GetArray(.inputs) do {
  SendData //div[@class='searchBoxWrapper']/input[@class='searchLocationInput pac-target-input'] <v0>
  Click //div[@class='searchButton']/button[@class='squareButton buttonLarge btnDoSearch']
  While true do {
  ForEach v1 in Descendants(, div[@class='locatorMainInfo'], 0) do {
  ScrapeText <v1>//div[@class='storeMainAddress']
  ScrapeText <v1>//div[@class='locatorAddressCityState']
  ScrapeText <v1>//div[@class='locatorPhone']
  }
  if valid(//div[@class='pagingHolder']/button[@class='sprite-next-page-arrow ']) {
  Click //div[@class='pagingHolder']/button[@class='sprite-next-page-arrow ']
  }
  }
 
 }",TRUE,Y
W240T1,109,"ForEach v0 in Descendants(, div[@class='anunt'], 0) do {
  ScrapeText <v0>//strong
  ScrapeText <v0>//div[@class='detaliu'][1]
  ScrapeText <v0>//div[@class='suna_tel']
 }
 Click //body/section/div/div[1]/div[4]/table/tbody/tr/td[2]/ul/li[5]/span
 ForEach v0 in Descendants(, div[@class='anunt'], 0) do {
  ScrapeText <v0>//strong
  ScrapeText <v0>//div[@class='detaliu'][1]
  ScrapeText <v0>//div[@class='suna_tel']
 }
 Click //body/section/div/div[1]/div[4]/table/tbody/tr/td[2]/ul/li[7]/span
 ForEach v0 in Descendants(, div[@class='anunt'], 0) do {
  ScrapeText <v0>//strong
  ScrapeText <v0>//div[@class='detaliu'][1]
  ScrapeText <v0>//div[@class='suna_tel']
 }
 Click //body/section/div/div[1]/div[4]/table/tbody/tr/td[2]/ul/li[8]/span
 While true do {
  ForEach v0 in Descendants(, div[@class='anunt'], 0) do {
  ScrapeText <v0>//strong
  ScrapeText <v0>//div[@class='detaliu'][1]
  ScrapeText <v0>//div[@class='suna_tel']
  }
  if valid(//ul[@class='pagination'][2]//span[9]) {
  Click //ul[@class='pagination'][2]//span[9]
  }
 }",TRUE,Y
W252T1,1000,"While true do {
  ForEach v0 in Descendants(, h3[@class='result-heading'], 0) do {
  ScrapeText <v0>/a[@class='result-title hdrlnk']
  ScrapeLink <v0>/a[@class='result-title hdrlnk']
  }
  if valid(//span[@class='buttons'][2]/a[@class='button next']) {
  Click //span[@class='buttons'][2]/a[@class='button next']
  }
 }",TRUE,Y
W254T1,950,"ForEach v0 in GetArray(.addresses) do {
  SendData //div[@class='adress-field']/input[@id='address-input-2'] <v0>
  Click //div[@class='get-home-estimate']/button[@id='home-val-page-submit-2']
  ScrapeText //div[@class='col-xs-6 col-sm-6 media-left']/span[@id='zestimate']
 }",TRUE,Y
W25T1,136,"While true do {
  ForEach v0 in Descendants(, div[@class='title'], 0) do {
  ScrapeText <v0>//a
  ScrapeLink <v0>//a
  }
  if valid(//div[@class='alignleft']/a) {
  Click //div[@class='alignleft']/a
  }
 }",TRUE,Y
W262T1,16,"ForEach v0 in Descendants(, div[@class='flex flex-col w-full md:w-1/2 pl-8 text-gray-800'], 0) do {
  ScrapeText <v0>/div[@class='flex flex-row items-start mt-1 md:mt-3']
  ScrapeText <v0>/div[@class='hidden md:flex flex-row items-start mt-2']
 }",TRUE,Y
W265T1,1000,"While true do {
  ForEach v0 in Descendants(, figure[@class='MosaicAsset-module__figure____SWrB'], 0) do {
  Download <v0>/img[@class='MosaicAsset-module__thumb___YJI_C']
  }
  if valid(//section[@class='PaginationRow-module__container___XBmU4']/a[@class='PaginationRow-module__button___pgPXn PaginationRow-module__nextButton___3LGik']) {
  Click //section[@class='PaginationRow-module__container___XBmU4']/a[@class='PaginationRow-module__button___pgPXn PaginationRow-module__nextButton___3LGik']
  }
 }",TRUE,Y
W268T1,561,"While true do {
  ForEach v0 in Descendants(, div[@class='info'], 0) do {
  ScrapeText <v0>//span[1]
  ScrapeText <v0>//span[@class='call-number']
  }
  if valid(//div[@class='pagination']//a[@class='next ajax-page']) {
  Click //div[@class='pagination']//a[@class='next ajax-page']
  }
 }",TRUE,Y
W276T1,312,"ForEach v0 in GetArray(.folio_numbers) do {
  SendData //div[@id='basic']//input[@class='ui-autocomplete-input'][1] <v0>
  Click //div[@id='basic']/button[@class='btn btn-primary']
  Click //table[@id='table-basic-results']//td[@class='link force-one-line']
  Download //div[@class='wrap'][4]//img
  GoBack
  GoBack
 }",TRUE,Y
W284T1,680,"While true do {
  ForEach v0 in Descendants(, div[@class='info'], 0) do {
  ScrapeText <v0>//a[@class='business-name']
  ScrapeText <v0>//div[@class='phones phone primary']
  }
  if valid(//div[@class='pagination']//a[@class='next ajax-page']) {
  Click //div[@class='pagination']//a[@class='next ajax-page']
  }
 }",TRUE,Y
W285T1,547,"ForEach v0 in GetArray(.search_words) do {
  SendData //div[@class='header__form']/input[@name='text'] <v0>
  Click //div[@class='header__form']/button[@name='Search']
  ScrapeText //div[@class='item-box__description'][1]//p[1]
 }",TRUE,Y
W287T1,641,"ForEach v0 in GetArray(.search_words) do {
  SendData //div[@class='a4bIc']/input[@class='gLFyf gsfi'] <v0>
  Click //div[@class='RNNXgb']/button[@class='Tg7LZd']
  ScrapeLink //div[@class='yuRUbf'][1]/a
 }",TRUE,Y
W295T1,88,"While true do {
  ForEach v0 in Children(//body/div[5]/div/div, article, 0) do {
  ScrapeText <v0>/div[2]/div[2]/header/h2/a
  ScrapeText <v0>/div[2]/div[1]/span[1]/a
  ScrapeLink <v0>/div[2]/div[2]/header/h2/a
  }
  if valid(//a[@class='next page-numbers']/span[@aria-hidden='true']) {
  Click //a[@class='next page-numbers']/span[@aria-hidden='true']
  }
 }",TRUE,Y
W296T1,1000,"ForEach v0 in Descendants(//aside[@id='archives-2'], a, 0) do {
  Click <v0>
  While true do {
  ForEach v0 in Descendants(, h2[@class='entry-title'], 0) do {
  ScrapeText <v0>/a
  }
  if valid(//li[@class='previous']/a) {
  Click //li[@class='previous']/a
  }
  }
 
 }",TRUE,Y
W33T1,973,"While true do {
  ForEach v0 in Descendants(, div[@class='a-section sp_offerVertical p13n-asin sp_ltr_offer sp_attributes_offer'], 0) do {
  ScrapeText <v0>//div[@class='sponsored-products-truncator-truncated']
  ScrapeText <v0>//span[4]
  ScrapeText <v0>/a[@class='a-link-normal']
  }
  if valid(//div[@class='a-carousel-col a-carousel-right'][3]/a[@class='a-button a-button-image a-carousel-button a-carousel-goto-nextpage']) {
  Click //div[@class='a-carousel-col a-carousel-right'][3]/a[@class='a-button a-button-image a-carousel-button a-carousel-goto-nextpage']
  }
 }
 
 Click //body/div[1]/div[2]/div[9]/div[11]/div/div/div[1]/div[2]/div/div/div[3]/a",TRUE,Y
W38T1,13,"ForEach v0 in Descendants(//ul[@class='srp-results srp-list clearfix'], span[@class='s-item__price'], 0) do {
  ScrapeText <v0>
 }",TRUE,Y
W3T1,84,"Click //body/div[4]/nav/a[3]
 ForEach v0 in Descendants(, div[@class='lrgr'], 0) do {
  Click <v0>/h2[@itemprop='name']
  ExtractURL
  ScrapeText //div[@class='col']/h1[@itemprop='name']
  ScrapeText //p[@class='lead']//span[@itemprop='price']
  GoBack
 }",TRUE,Y
W46T1,1000,"ForEach v0 in GetArray(.ids) do {
  SendData //div[@id='searchControl']/input[@id='map_query'] <v0>
  Click //div[@id='searchControl']/input[@id='search_submit']
  ForEach v1 in Children(//tr[@class='odd'], td[@class=' '], 1) do {
  ScrapeText <v1>
  }
 }",TRUE,Y
W49T1,1000,"SendKeys //body/div[1]/div/div[1]/div/div/div[2]/div[2]/form/div/div/div/input coffee maker
 Click //body/div[1]/div/div[1]/div/div/div[2]/div[2]/form/div/div/div/button
 While true do {
  ForEach v0 in Descendants(, a[@class='pcv3__info-content css-1qnnuob'], 0) do {
  ScrapeText <v0>/div[@class='css-1f4mp12']
  ScrapeText <v0>/div[@class='css-rhd610']
  }
  if valid(//div[@class='css-1q668u-unf-pagination-items']/button[@aria-label='Halaman berikutnya']) {
  Click //div[@class='css-1q668u-unf-pagination-items']/button[@aria-label='Halaman berikutnya']
  }
 }",TRUE,Y
W50T1,946,"ForEach v0 in GetArray(.nums) do {
  SendData //div[@class='col-lg-10 d-flex align-items-center form-group']/input[@id='search-param'] <v0>
  Click //div[@class='col-lg-2 form-group mb-0']/button[@id='search-bar']
  ScrapeText //div[@class='row mb-1'][1]/div[@class='col-12 col-md-9 td-body']
  ScrapeText //div[@class='row mb-1'][2]/div[@class='col-12 col-md-9 td-body']
  ScrapeText //div[@class='row mb-1'][4]/div[@class='col-12 col-md-9 td-body']
  GoBack
 }",TRUE,Y
W52T1,816,"ForEach v0 in GetArray(.parcelID) do {
  Click //table[@id='radio1']//input[@id='radio1_1']
  SendData //table[@id='Table5']//input[@name='txtParcelIDFull'] <v0>
  Click //div[@id='data-container']//input[@name='btnSearch']
  ScrapeText //table[@id='Table1']//span[@id='BasicInfo1_lblAddress']
  ScrapeText //table[@id='Table1']//span[@id='BasicInfo1_lblOwner']
  Click //div[@id='Header1_pnlTabs']/input[@name='Header1$lnkImage']
  Download //p[@class='center']/img[@id='imgPicture']
  GoBack
  GoBack
  GoBack
 }",TRUE,Y
W58T1,7,"ForEach v0 in Descendants(, div[@class='mediaSquare x-large'], 0) do {
  ScrapeLink <v0>//img
 }",TRUE,Y
W69T1,992,"ForEach v0 in Descendants(, li[@class='clearfix job-bx wht-shd-bx'], 0) do {
  ScrapeText <v0>//h2
 }
 ForEach v0 in Descendants(//div[@class='inside-rhs main-search-block'], em, 1) do {
  Click <v0>
  ForEach v0 in Descendants(//section[@class='ubility-lhs clearfix'], h2, 0) do {
  ScrapeText <v0>
  }
 }
 ForEach v0 in Children(//div[@class='srp-pagination clearfix'], em, 2) do {
  Click <v0>
  ForEach v0 in Descendants(, header[@class='clearfix'], 0) do {
  ScrapeText <v0>/h2
  }
 }",TRUE,Y
W6T1,992,"While true do {
  ForEach v0 in Descendants(, div[@class='a-section celwidget'], 0) do {
  ScrapeText <v0>//span[@class='a-profile-name']
  ScrapeText <v0>//a[@data-hook='review-title']
  ScrapeText <v0>//span[@data-hook='review-body']
  }
  if valid(//ul[@class='a-pagination']/li[@class='a-last']) {
  Click //ul[@class='a-pagination']/li[@class='a-last']
  }
 }",TRUE,Y
W77T1,111,"ForEach v0 in Children(//body/div[1]/div[3]/table/tbody, tr, 0) do {
  ScrapeText <v0>/td[3]/div/span/a
 }
 ForEach v0 in Children(//div[@class='pagelinks floatleft'], a[@class='navPages'], 0) do {
  Click <v0>
  ForEach v0 in Children(//body/div[1]/div[3]/table/tbody, tr, 0) do {
  ScrapeText <v0>/td[3]/div/span/a
  }
 }",TRUE,Y
W81T1,936,"ForEach v0 in GetArray(.ids) do {
  SendData //form[@class='header__search-form']/input[@name='keyword'] <v0>
  Click //form[@class='header__search-form']/a[@class='search_submit header__search-button form-submitter']
  ForEach v1 in Descendants(, div[@class='price_block'], 0) do {
  ScrapeText <v1>/div[@class='price']
  }
 }",TRUE,Y
W87T1,413,"While true do {
  ForEach v0 in Descendants(, article[@class='productListItem clearfix'], 0) do {
  ScrapeLink <v0>/a[@class='productListItem__link ga-item']
  ScrapeText <v0>//h1
  ScrapeText <v0>//span[@class='addToBasket__unitPriceText'][2]
  }
  if valid(//li[@class='pagination__item pagination__item--next']/a[@title='Next']) {
  Click //li[@class='pagination__item pagination__item--next']/a[@title='Next']
  }
 }",TRUE,Y
W88T1,48,"ForEach v0 in Descendants(, h3[@class='style-scope ytd-grid-video-renderer'], 0) do {
  ScrapeText <v0>/a[@id='video-title']
 }",TRUE,Y
W8T1,479,"SendKeys //body/div[1]/div[1]/header/div[1]/div[3]/div/form/div[1]/div/div/input iphone 4
 Click //body/div[1]/div[1]/header/div[1]/div[3]/div/form/button
 While true do {
  ForEach v0 in Descendants(, div[@class='mp-Listing-group'], 0) do {
  ScrapeText <v0>//h3[@class='mp-Listing-title']
  ScrapeText <v0>//span[@class='mp-Listing-price mp-text-price-label']
  }
  if valid(//nav[@class='mp-PaginationControls-pagination']//span[@aria-hidden='true'][2]) {
  Click //nav[@class='mp-PaginationControls-pagination']//span[@aria-hidden='true'][2]
  }
 }",TRUE,Y
W99T1,168,"ForEach v0 in Descendants(//table[@class='notelinkstable'], a[@class='notelinks'], 0) do {
  Click <v0>
  ForEach v0 in Children(//body/form/table[4]/tbody/tr/td/table/tbody/tr[2]/td[2]/table[3]/tbody, tr, 0) do {
  ScrapeText <v0>/td[2]
  ScrapeText <v0>/td[4]
  }
 }",TRUE,Y
W9T1,89,"ForEach v0 in GetArray(.licenseIDs) do {
  Click //form[@name='menu_line'][2]/a
  SendData //form[@name='form1']//input[@title='Enter Licence Number'] <v0>
  Click //form[@name='form1']//input[@name='Submit']
  ScrapeText //div[@class='result']/div[@class='result-title']
  ScrapeText //div[@class='result-details'][1]/p
 }",TRUE,Y
W111T2,125,"ForEach v0 in GetArray(.names) do {
  SendData //div[@class='solo pa-3 d-flex'][1]/input[@id='search-name'] <v0>
  Click //div[@class='col-2']/button[@aria-label='button to search']
  ScrapeLink //div[@class='results-container']/a[@class='serp-card hide-scrollbar amp-event'][1]
  GoBack
 }",TRUE,N
W146T2,602,"ForEach v0 in GetArray(.queries) do {
  SendData //div[@class='d1dlne'][2]/input[@class='Ax4B8 ZAGvjd'] <v0>
  Click //div[@class='mLoZRc']//div[@class='MkjOTb SAq8ff'][1]
  ScrapeText //div[@class='kf1m0'][1]/div[@class='YMlKec fxKbKc']
  GoBack
 }",TRUE,N
W149T2,9,"ForEach v0 in Children(//div[@class='_43bb2516'], div[@class='_1658a9d7 a74c4be5'], 0) do {
  ScrapeText <v0>
 }",TRUE,N
W157T2,172,"ForEach v0 in GetArray(.inputs) do {
  SendData //div[@class='input-field__wrapper'][2]/input[@class='input-field__input js_search-form-input'] <v0>
  Click //div[@class='search-form__container'][2]/button[@class='btn btn--xl btn--red search-form__button js_search-form__button']
  ScrapeText //table[@class='instrument-table js_tab-menu__tab-target js_instrument-table']//td[2]
  ScrapeText //table[@class='instrument-table js_tab-menu__tab-target js_instrument-table']//td[8]
  GoBack
 }",TRUE,N
W1T2,971,"SendKeys //body/div[1]/div/header/div[2]/div/div[1]/div[1]/div/form/input iphone 12
 Click //body/div[1]/div/header/div[2]/div/div[1]/div[1]/button
 While true do {
  ForEach v0 in Descendants(, a[@data-sqe='link'], 0) do {
  ScrapeLink <v0>//img[@class='_7DTxhh vc8g9F']
  ScrapeText <v0>//div[@class='ie3A+n bM+7UW Cve6sh']
  ScrapeLink <v0>
  ScrapeText <v0>//div[@class='zGGwiV']
  }
  if valid(//div[@class='shopee-page-controller']/button[@class='shopee-icon-button shopee-icon-button--right ']) {
  Click //div[@class='shopee-page-controller']/button[@class='shopee-icon-button shopee-icon-button--right ']
  }
 }",TRUE,N
W214T1,10,"Click //body/div/div[2]/main/div/div[2]/div/div/div[2]/button[1]
 While true do {
  ScrapeText //body/div/div[2]/main/div/div[2]/div/div/div[1]
  if valid(//div[@class='nw']/button[@class='md but text f24 egenbut'][1]) {
  Click //div[@class='nw']/button[@class='md but text f24 egenbut'][1]
  }
 }",TRUE,N
W228T4,401,"ForEach v0 in Descendants(, div[@class='accordion_selector'], 1) do {
  Click <v0>
  ScrapeText <v0>//h3[@class='fxg-title fxg-title--custom cc-aem-u-align--center@small cc-aem-u-align--center@x-small-only ']
  ForEach v0 in Descendants(<v0>, td, 0) do {
  ScrapeText <v0>
  }
 }",TRUE,N
W232T2,297,"While true do {
  ForEach v0 in Descendants(, div[@class='thumbnail__right text-right'], 0) do {
  ScrapeText <v0>/span[@class='ad__price']
  }
  if valid(//div[@class='btn-group btn-group-justified']/a[@class='btn btn-sm btn-default page-right btn-page-next']) {
  Click //div[@class='btn-group btn-group-justified']/a[@class='btn btn-sm btn-default page-right btn-page-next']
  }
 }",TRUE,N
W252T2,1000,"While true do {
  ForEach v0 in Descendants(, div[@class='gallery-card'], 0) do {
  ScrapeText <v0>/a[@class='titlestring']
  ScrapeLink <v0>/a[@class='titlestring']
  }
  if valid(//div[@class='cl-search-paginator'][1]/button[@class='bd-button cl-next-page icon-only']) {
  Click //div[@class='cl-search-paginator'][1]/button[@class='bd-button cl-next-page icon-only']
  }
 }",TRUE,N
W259T1,1000,"ForEach v0 in Children(//select[@name='lfyear'], option, 1) do {
  Click <v0>
  ForEach v0 in Descendants(//table[@class='table-block lf_hist'], td[@class='ag'], 2) do {
  ScrapeText <v0>
  }
 }",TRUE,N
W261T2,174,"While true do {
  ForEach v0 in Children(//body/section/div/div[3]/div[1]/table/tbody, tr, 1) do {
  ScrapeText <v0>/td[1]/a
  ScrapeText <v0>/td[2]
  }
  if valid(//div[@class='wp-pagenavi']/a[@class='nextpostslink']) {
  Click //div[@class='wp-pagenavi']/a[@class='nextpostslink']
  }
 }",TRUE,N
W265T2,980,"While true do {
  ForEach v0 in Descendants(, figure[@class='fm5xLZr6E1NLQUhYh_xd'], 0) do {
  Download <v0>//img[@class='BLA_wBUJrga_SkfJ8won']
  }
  if valid(//section[@class='UZ23mQXHPaMaCTdUWHTA']/button[@data-testid='pagination-button-next']) {
  Click //section[@class='UZ23mQXHPaMaCTdUWHTA']/button[@data-testid='pagination-button-next']
  }
 }",TRUE,N
